id,avg_dist_transportation,avg_dist_sports,avg_dist_healthcare,avg_dist_government,avg_dist_life,avg_dist_culture,avg_dist_shopping,avg_dist_tourist,avg_dist_restaurant
197,9882.8786,8389.256,8784.892,8214.509600000001,8862.7364,11692.8151,8337.017300000001,8968.7539,8252.228299999999
198,1708.8146000000002,1984.2873,1870.953,1944.3821,1623.0962,3975.5065999999997,1256.1735,1903.4339,1260.9497999999999
199,1713.7117999999998,2368.1312000000003,1569.1478,1858.0531999999998,1806.8259000000003,4707.7019,1551.9261000000001,3206.3962,1492.3636000000001
200,1116.8110000000001,1777.1294000000003,1140.1013,1085.1553,1156.1432,6938.010399999999,1330.9118,3028.1753,1020.3616
201,816.9075,1797.36,377.0063,1523.1934,532.4104,2286.5636,312.83050000000003,1592.0210000000002,13.486500000000001
202,2071.6486,1868.5629000000001,1911.743,1712.2915,2139.9051,3631.279,1854.5609,2521.0242,734.9864
203,805.117,1230.1189,600.829,407.4497,687.6804,2736.9687999999996,474.2347,1638.6740000000002,516.0391
204,6109.6802,2840.9566999999997,18000.6344,7425.854300000001,4859.8826,18047.6169,2439.9631,7960.164699999999,2352.9887
205,3727.4691,2751.0987,3423.6321,2788.4491000000003,1874.4888999999998,4373.7567,3465.7764,400.5717,3502.1290999999997
206,906.6524999999999,1116.3211,788.1940000000001,682.0247999999999,856.0984000000001,2403.3733,538.8729999999999,1259.3282,602.9498
207,1157.6558,1000.6283999999999,996.2406000000001,791.997,1194.1403,2406.8939,1072.9759,2026.1281999999999,587.4451
208,1807.3802,3673.8043000000007,1235.8686,1844.8399000000002,1585.2067,6225.6091,462.21009999999995,3447.7131,1477.2666000000002
209,741.6113,1193.2184,850.1011000000001,1078.3371,797.1166999999999,2346.4628000000002,1044.0556000000001,1529.9696,626.6533999999999
210,1762.6738,2756.9482,2057.0204,1244.2143,2351.6055,3436.6305999999995,954.5439,1711.4701999999997,613.7936
211,733.3524,3285.3473,950.8181000000001,1231.3601,1663.9707999999998,5916.8872,644.1052999999999,3665.2849,601.8725000000001
212,3982.7191,2170.7633,1540.4275,5606.819,2831.0606,3698.5072999999998,1552.6847,1612.0659,1211.7831
213,1594.2197,1158.5744,2984.0615,4360.9935,2275.4057000000003,8345.86,2038.7704999999999,5886.107099999999,2442.3799
214,999.7921,2147.408,1556.9815,1049.449,1541.2746,2682.1543,1010.4945,2953.0353999999998,927.3009
215,2535.6491,2960.1974999999998,1982.9868999999999,2519.3661,2274.7222,7856.0721,2082.5567,5197.956700000001,2464.4566
216,623.6254,568.9964,284.4425,741.4350000000001,477.5903,3602.1235,294.9322,1294.9152,244.77820000000003
217,2784.1332,2611.4813,2111.4987,2828.6213,2715.9618,7049.409900000001,1641.4132000000002,4675.2515,1694.646
218,4253.491599999999,5874.6973,4971.522800000001,4203.664,4835.1512999999995,9200.7505,3806.621,5556.3132,3390.9705000000004
219,3252.9329000000002,6376.4295,3782.0603,3679.2273,4091.4157,6992.0745,3120.2878,4595.0494,2923.2246999999998
220,1994.723,3987.8804000000005,2096.7182000000003,2315.8026,2758.633,4722.0291,1995.5257000000001,2630.3972000000003,1173.9458
221,3395.3525,6717.2798999999995,8525.6782,8970.8151,7398.0718,6069.4418000000005,8144.0962,4133.1654,4323.8521
222,1233.2098,1765.3627000000001,434.5972,585.6126,416.70289999999994,5298.0226999999995,1894.8119000000002,1166.871,2429.4275000000002
223,591.7014,478.2934,391.2123,747.1347,315.8084,1709.5736000000002,658.6504,1604.5323,319.45619999999997
224,6733.7978,5360.7232,8717.5562,7047.7383,6666.9383,6638.6206,13967.1122,2568.8509,15495.930100000001
225,1618.5027999999998,2530.1589,912.0763999999999,1789.3658,1248.8793,2798.4571,939.2022999999999,1978.1382,798.3257
226,809.6931999999999,573.9082999999999,201.4581,606.7988,397.1195,1391.2323000000001,252.2774,1299.7012,294.6119
227,,,,,,,,,
228,,,,,,,,,
229,795.633,1019.8154000000001,311.2568,492.54530000000005,385.294,1886.7594000000001,135.0504,1762.4841000000001,214.4888
